Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.1 µF;20.0;33000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;6.3;4000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;16.0;9900.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;4.0;4000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;25.0;11000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;20.0;11000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;10.0;7700.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.15 µF;20.0;27500.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;6.3;5300.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;16.0;11000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;4.0;4000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;2.5;4000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;20.0;11000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;10.0;4000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.22 µF;20.0;27500.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;6.3;5900.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;16.0;8800.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;4.0;5900.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;2.5;4000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;20.0;8800.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;10.0;4000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.33 µF;20.0;22000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;5900.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;16.0;8800.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
TMCP;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;4.0;6000.0;2.0 x 1.25 x 1.2 (P);image/capacitors\40179.png;Datasheet\capacitors\TMCP\TMCP.pdf;Datasheet\capacitors\TMCP\TMCP.zip
