Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;150 µF;125.0;1600.0;26.97 x 9.52 (T4);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;47 µF;60.0;2000.0;11.51 x 4.78 (T1);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;220 µF;100.0;1200.0;26.97 x 9.52 (T4);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;1.5 mF;30.0;600.0;26.97 x 9.52 (T4);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;1.2 mF;25.0;650.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;330 µF;75.0;1000.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;150 µF;60.0;1100.0;16.28 x 7.14 (T2);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;10 µF;125.0;5500.0;11.51 x 4.78 (T1);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;50.0;1500.0;11.51 x 4.78 (T1);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;1.8 mF;25.0;500.0;26.97 x 9.52 (T4);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;470 µF;75.0;900.0;26.97 x 9.52 (T4);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;390 µF;60.0;900.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;47 µF;125.0;2300.0;16.28 x 7.14 (T2);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;220 µF;50.0;900.0;16.28 x 7.14 (T2);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;15 µF;100.0;3500.0;11.51 x 4.78 (T1);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;30.0;1300.0;11.51 x 4.78 (T1);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;560 µF;60.0;800.0;26.97 x 9.52 (T4);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;82 µF;125.0;1800.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;470 µF;50.0;750.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;68 µF;100.0;2100.0;16.28 x 7.14 (T2);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;470 µF;30.0;850.0;16.28 x 7.14 (T2);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;120 µF;25.0;1300.0;11.51 x 4.78 (T1);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;33 µF;75.0;2500.0;11.51 x 4.78 (T1);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;100 µF;125.0;1800.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;680 µF;50.0;700.0;26.97 x 9.52 (T4);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;150 µF;100.0;1600.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;1 mF;30.0;700.0;19.46 x 9.52 (T3);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;560 µF;25.0;830.0;16.28 x 7.14 (T2);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
DLA 13017;Enlarge;Tantalum, Wet;Through Hole;Axial;110 µF;75.0;1300.0;16.28 x 7.14 (T2);image/capacitors\40167.png;Datasheet\capacitors\DLA 13017\DLA 13017.pdf;Datasheet\capacitors\DLA 13017\DLA 13017.zip
