Part Number;Product Image;Device Type;Package Type;Package Form;Package Dimensions L x W x H(mm);Peak Wavelength λp(nm);Spectral Bandwidth(1)(nm);Output Current(2)(µA);Angle of Half Sensitivity φ;Photo Sensitive Area(mm2);Image path;Datasheet part;3d model part
VEMT2523SLX01;Enlarge;Silicon NPN Phototransistor;surface mount;Side view;2.3 x 2.55 x 2.3;850;470 to 1090;2700;35;;image/photo-detectors\84167.png;Datasheet\photo-detectors\VEMT2523SLX01\VEMT2523SLX01.pdf;
